,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_0001,0.4680143,0.30855396,0.3861833,0.4650951,0.29376596,0.5236609,0.70973533,0.81154865,0.6146289,0.41916957,0.27032903,0.36188298,0.42782605,0.48012745,0.2521149,0.30496097,0.2733978,0.0021953504,0.6040641,0.45112428,0.29927146,0.2982626,0.33965957,0.22148332
sample_0002,0.46944857,0.36578745,0.39023864,0.46484375,0.29185516,0.529346,0.656385,0.8548545,0.61445403,0.42178893,0.31714553,0.3612988,0.42782596,0.47989085,0.25345582,0.3049598,0.27340162,0.0069353236,0.60407597,0.6854392,0.3005234,0.2800011,0.5221821,0.2617906
sample_0003,0.47162306,0.36113924,0.39866084,0.46810785,0.29157948,0.54068255,0.6101612,0.92019176,0.61405516,0.4243007,0.38304687,0.36033112,0.42782533,0.479663,0.25683978,0.3049575,0.25872582,0.012040725,0.6042919,1.038052,0.30232924,0.2570574,0.7003785,0.3222207
sample_0004,0.48773524,0.37963426,0.4459249,0.464125,0.29001626,0.57408106,0.6684271,0.8488307,0.613687,0.4304959,0.42680556,0.35958913,0.42782488,0.4795632,0.2600775,0.30494797,0.27352613,0.016356552,0.6048424,0.72807646,0.30368602,0.24950719,0.8632055,0.35715598
sample_0005,0.4850095,0.32120198,0.44242784,0.46487236,0.29339474,0.5639316,0.68553364,0.8315318,0.6139665,0.43112493,0.39151138,0.360251,0.42782465,0.47963634,0.25826228,0.30495054,0.27358922,0.0151966605,0.60458165,0.62185526,0.30245927,0.26032728,0.64405406,0.32695663
sample_0006,0.46761236,0.2973823,0.3845384,0.46478125,0.29400498,0.52265644,0.721342,0.8087033,0.6146537,0.41875628,0.26178503,0.36197627,0.4278261,0.48017982,0.2506506,0.30496117,0.2734046,0.013768952,0.6040482,0.41412622,0.29905355,0.30177686,0.32978544,0.21433425
sample_0007,0.5370295,0.48018175,0.5201361,0.46705112,0.28016907,0.65241396,0.6369446,0.91092765,0.6122132,0.44894594,0.55182606,0.35699147,0.42782322,0.47942585,0.27651364,0.3049389,0.27354968,0.020153318,0.6066622,0.99489105,0.30803728,0.21743894,1.2358646,0.4692045
sample_0008,0.5047609,0.46486196,0.47967163,0.46433565,0.28907567,0.6273873,0.64391536,0.88968486,0.61281633,0.43722188,0.5080001,0.3579475,0.4278221,0.47945517,0.2733833,0.30494323,0.27343282,0.01490926,0.6053055,0.92295337,0.30649114,0.22779864,1.1025273,0.42939106
sample_0009,0.46802202,0.2969923,0.38545394,0.46604234,0.2939928,0.52348113,0.7103194,0.8092357,0.614627,0.41923186,0.2705648,0.36188504,0.42782593,0.48012483,0.25202745,0.30496097,0.27340013,0.013773273,0.6040665,0.44898963,0.29926184,0.2980634,0.3613888,0.22195557
sample_0010,0.49163282,0.3255223,0.4556743,0.46472564,0.29254434,0.5783777,0.6741434,0.8377929,0.6136919,0.43353024,0.42356926,0.35970291,0.42782453,0.4795665,0.26717666,0.30494815,0.2745641,0.009879754,0.6048513,0.6926881,0.30344322,0.2505017,0.8413122,0.35583848
sample_0011,0.46889758,0.34359318,0.38869905,0.46556416,0.29327327,0.52594113,0.6823046,0.83417434,0.61455816,0.42022747,0.29139823,0.3616385,0.4278259,0.4800107,0.25328314,0.3049606,0.27340105,0.018159358,0.6041048,0.5525546,0.2998135,0.28957814,0.42934293,0.23965514
sample_0012,0.4677779,0.292478,0.38454315,0.46514842,0.2940574,0.52288175,0.7183911,0.80755705,0.6146481,0.41885817,0.26364732,0.3619581,0.4278261,0.48016787,0.2512909,0.30496112,0.2734031,0.0066241943,0.60405713,0.42172277,0.29909647,0.3007944,0.3307559,0.21602908
sample_0013,0.48134336,0.324133,0.43663487,0.46473253,0.29307562,0.5669017,0.6785465,0.83281964,0.61389214,0.42676085,0.40090287,0.36009154,0.42782494,0.47961432,0.2653588,0.30495116,0.27351844,0.017134348,0.6046054,0.6604594,0.30274847,0.2568251,0.7742515,0.33575514
sample_0014,0.46803772,0.30894372,0.38655323,0.46493477,0.293518,0.52408266,0.70282453,0.82015914,0.61461395,0.41905153,0.2752455,0.36182657,0.42782608,0.48009902,0.25378993,0.30496085,0.2734198,0.0055200714,0.60406613,0.47453356,0.2994017,0.29621124,0.3838017,0.22560185
sample_0015,0.46876508,0.3604483,0.38903266,0.46577647,0.29221284,0.5266466,0.6726494,0.8229125,0.6145294,0.42075112,0.29955918,0.36152816,0.427826,0.47997156,0.2528231,0.3049603,0.27340448,0.01876486,0.60408765,0.59813684,0.30005556,0.28658628,0.46732998,0.24628973
sample_0016,0.48869133,0.3857826,0.4407515,0.46523523,0.28958958,0.56882447,0.6757328,0.8413127,0.61381847,0.43218663,0.41310942,0.35981292,0.42782375,0.4795916,0.2670434,0.3049484,0.27381867,0.018075095,0.60481167,0.68319,0.30331305,0.2542836,0.8472153,0.34357688
sample_0017,0.4998495,0.3653199,0.4360895,0.46624154,0.29031903,0.58140206,0.66974014,0.8587131,0.6135919,0.436132,0.43591344,0.3594431,0.42782325,0.4795458,0.2618172,0.304947,0.27358037,0.008286364,0.6051674,0.72359645,0.30393282,0.24721795,0.8842835,0.36556193
sample_0018,0.5424612,0.40847224,0.5341399,0.46081185,0.28946766,0.65675116,0.6362563,0.88931215,0.6119311,0.4483852,0.5661965,0.356774,0.42782122,0.47941914,0.28086662,0.30493516,0.2740244,0.012183744,0.6067115,1.0026647,0.3083016,0.21357998,1.2078019,0.4856837
sample_0019,0.5501703,0.4047953,0.48639518,0.46579766,0.2802664,0.6531013,0.641487,0.89565563,0.61246526,0.4389864,0.53677624,0.3572836,0.42782286,0.47943497,0.27171496,0.30493915,0.22553688,0.0069686295,0.6072982,0.95668733,0.30766413,0.21952629,1.3430619,0.4544196
sample_0020,0.46922946,0.2983418,0.39079612,0.46462947,0.29390588,0.5297394,0.66297203,0.84130836,0.6144742,0.42127192,0.3108825,0.36140996,0.4278258,0.47991404,0.25278127,0.30495977,0.2734457,0.009470656,0.6040961,0.6416483,0.30027294,0.2818234,0.46518427,0.2576505
sample_0021,0.4707994,0.5504141,0.39932254,0.4639882,0.28945354,0.53560925,0.6143285,0.8936007,0.61415833,0.42510617,0.37226814,0.36043665,0.42782563,0.47969934,0.2585314,0.3049582,0.2218292,0.0071850168,0.60428363,1.0057913,0.30221114,0.26064998,0.87467057,0.30964503
sample_0022,0.47054884,0.5000231,0.3978141,0.46502104,0.28971294,0.53420323,0.62905467,0.8771323,0.6142826,0.42173767,0.35121006,0.3607873,0.42782587,0.47976315,0.25586456,0.30495882,0.2734487,0.016683416,0.6042804,0.87566805,0.30153245,0.26828563,0.6954848,0.291207
sample_0023,0.4681134,0.32548648,0.386293,0.46528265,0.2934625,0.52363944,0.7033754,0.81571424,0.61461776,0.41958642,0.27427596,0.3618346,0.427826,0.48010537,0.25232673,0.3049609,0.27339423,0.01355687,0.6040713,0.4724339,0.29938695,0.29665354,0.37458998,0.22460905
sample_0024,0.4679534,0.3206479,0.38555425,0.46522287,0.29330644,0.5234123,0.707657,0.8116853,0.61462784,0.41851774,0.27112553,0.3618686,0.42782608,0.48012415,0.25140542,0.30496097,0.2734184,0.008612683,0.6040638,0.45839983,0.29931027,0.29805,0.36545753,0.22183731
sample_0025,0.4844303,0.357247,0.4365993,0.46576568,0.2907694,0.55962694,0.67996746,0.8466004,0.613943,0.43177176,0.39635777,0.36013433,0.42782468,0.4796271,0.26156715,0.30495116,0.2735623,0.010118961,0.6042736,0.6529218,0.3027013,0.25871444,0.78131765,0.33023456
sample_0026,0.5072383,0.37885225,0.47364026,0.4642403,0.28957447,0.6080272,0.6606132,0.87641466,0.61326903,0.43513954,0.4670081,0.35885283,0.4278225,0.4794983,0.26803982,0.30494422,0.2742679,0.03214973,0.6052103,0.79022634,0.3049462,0.2386339,0.9647986,0.39363462
sample_0027,0.4937605,0.36113226,0.45077294,0.4648211,0.289602,0.5847285,0.6691924,0.8570167,0.6136624,0.43315476,0.42991078,0.35952342,0.42782438,0.4795579,0.26860112,0.30494776,0.27375782,0.0074725784,0.60473865,0.72544795,0.30381292,0.24898201,0.8535604,0.35930616
sample_0028,0.46867853,0.36555886,0.38784343,0.46488371,0.2914011,0.52699447,0.6759417,0.8077093,0.61456144,0.42016527,0.2924385,0.36159855,0.42782587,0.4800108,0.25223655,0.30496052,0.27344954,0.010509854,0.60409,0.5794188,0.2999265,0.2895596,0.4315464,0.23916084
sample_0029,0.5412474,0.5399675,0.5187354,0.46388486,0.26819217,0.66274595,0.6371635,0.9135035,0.61234784,0.44598937,0.54479474,0.3570927,0.42782077,0.47943002,0.26705053,0.30494338,0.27476752,0.0098258415,0.6054888,0.9921,0.30791563,0.21944988,1.3154042,0.46099904
sample_0030,0.62504864,0.57813513,0.6363202,0.46486974,0.20673433,0.94025314,0.60961705,0.99598235,0.6092024,0.46709478,0.7172208,0.3527876,0.4278176,0.47944143,0.28287366,0.30482236,0.24806176,0.0112035,0.6095855,1.3343499,0.31443423,0.18111396,2.1814692,0.6235983
sample_0031,0.4993118,0.38579136,0.4596267,0.46609768,0.2894815,0.58903724,0.67082757,0.8629664,0.61364734,0.43643445,0.43146753,0.35949665,0.427824,0.479555,0.26163125,0.3049479,0.27344885,0.01632297,0.60496724,0.71683574,0.30386358,0.24878848,0.91468996,0.36046472
sample_0032,0.4681481,0.32338026,0.386494,0.46533716,0.29327914,0.52446264,0.70089877,0.81016666,0.6146081,0.41893536,0.27724284,0.36180133,0.42782614,0.48008806,0.25281444,0.30496082,0.27340847,0.008099932,0.6040603,0.48340052,0.29945987,0.29554802,0.39813596,0.22714365
sample_0033,0.5022507,0.36478114,0.46952876,0.4654824,0.2897822,0.6028202,0.65993005,0.87390506,0.61328125,0.43697083,0.46528614,0.3588998,0.42782357,0.47950014,0.2654308,0.30494663,0.2737354,0.010563031,0.60509676,0.79328775,0.30485234,0.23876998,1.0152953,0.39279112
sample_0034,0.5076077,0.4195313,0.47577313,0.4651664,0.28948516,0.60156596,0.6590787,0.87499535,0.6132752,0.43772143,0.4679337,0.35880172,0.42782354,0.47949812,0.27278244,0.30494502,0.27435112,0.013758785,0.6054032,0.80146456,0.3050574,0.23856157,0.9306324,0.3934102
sample_0035,0.5043774,0.3149858,0.4707662,0.4644499,0.29166076,0.5920936,0.6677562,0.8589449,0.61347836,0.43524784,0.4454683,0.3593053,0.42782456,0.4795282,0.26525837,0.30494678,0.2738986,0.011749178,0.60469043,0.737169,0.3041389,0.24420339,0.88248724,0.37560982
sample_0036,0.506194,0.49117988,0.4801343,0.46577024,0.26504156,0.6204851,0.64445215,0.89517206,0.612852,0.4429648,0.5110582,0.35776418,0.4278214,0.47945565,0.27429265,0.3049419,0.21650115,0.0056025954,0.6057696,0.92698145,0.3069476,0.22580186,1.2578211,0.4286801
sample_0037,0.46824765,0.34375924,0.38640684,0.4650003,0.29278883,0.52435935,0.6962749,0.8124707,0.6146029,0.41956735,0.2792069,0.36177418,0.427826,0.4800782,0.2519101,0.3049608,0.27341574,0.0076187123,0.6040872,0.49827096,0.29952663,0.29468596,0.42911476,0.22861078
sample_0038,0.46904728,0.33294863,0.3908642,0.46556857,0.29243672,0.5277411,0.6666133,0.8295959,0.61450267,0.42087355,0.30618852,0.3614421,0.427826,0.47994015,0.25489947,0.30496025,0.2733956,0.0053186594,0.6041082,0.6301435,0.30023456,0.28411463,0.4828921,0.2520322
sample_0039,0.51648676,0.42041594,0.48734716,0.46441457,0.28882435,0.6250924,0.6516692,0.857894,0.6130082,0.43851864,0.4922377,0.35828552,0.42782286,0.4794702,0.26441222,0.30494335,0.2737602,0.02650357,0.6055477,0.86102426,0.30594173,0.23224747,0.9725936,0.41464353
sample_0040,0.46841574,0.32690015,0.3875319,0.4650509,0.2933056,0.52496946,0.6898337,0.82171094,0.61458087,0.4198559,0.28514427,0.36171266,0.42782596,0.4800438,0.2539382,0.30496052,0.27340025,0.008059028,0.6040768,0.5219883,0.29965416,0.29209542,0.4073047,0.23417631
sample_0041,0.50430816,0.39116552,0.4581076,0.46402624,0.2893352,0.5901997,0.66563016,0.86247325,0.61349195,0.43733248,0.44725943,0.3592047,0.42782348,0.47952804,0.2670594,0.30494684,0.2742946,0.017822402,0.6049995,0.7529484,0.30436742,0.24427846,0.83602667,0.37478915
sample_0042,0.50629973,0.4141837,0.4749085,0.46505228,0.28937218,0.62257963,0.6584647,0.8724187,0.6132276,0.44013005,0.47220248,0.35871762,0.42782295,0.4794926,0.2728414,0.3049451,0.2745383,0.012329663,0.6053746,0.80706286,0.30520064,0.23750061,1.058797,0.39718932
sample_0043,0.46781185,0.30963463,0.38474023,0.46552327,0.29373187,0.52298737,0.71567947,0.8090244,0.614645,0.41883942,0.2651114,0.36193743,0.42782602,0.48015997,0.2512941,0.3049611,0.27339786,0.00968899,0.6040569,0.43097535,0.29914904,0.30040026,0.34033638,0.2169427
sample_0044,0.46856403,0.35804576,0.38817236,0.46503982,0.29205883,0.5259938,0.68023324,0.8307246,0.6145557,0.42001522,0.29287785,0.3616088,0.42782593,0.48000532,0.25310448,0.30496043,0.27340823,0.022155415,0.6040917,0.56482923,0.29988787,0.28926554,0.42836773,0.24031097
sample_0045,0.49610522,0.4046337,0.45724747,0.4647303,0.28936785,0.5703924,0.6648957,0.8582318,0.613523,0.43587202,0.4452827,0.35921848,0.427824,0.47953218,0.26542857,0.30494553,0.27349705,0.0077655315,0.6050784,0.7574786,0.30436194,0.2448579,0.8054425,0.37229496
sample_0046,0.46754935,0.2967998,0.38377738,0.46529523,0.29400885,0.52216226,0.7270432,0.805966,0.61466557,0.4183966,0.25764424,0.36201745,0.42782602,0.480207,0.25126743,0.30496123,0.2733981,0.010405576,0.6040491,0.39815223,0.29895663,0.30363703,0.31572196,0.21073422
sample_0047,0.5227213,0.4867493,0.4913771,0.4646058,0.2810412,0.65151274,0.6370917,0.88881326,0.6125929,0.44155446,0.52879524,0.35741827,0.4278227,0.4794406,0.2677349,0.30494174,0.24161607,0.009894442,0.606018,0.9886346,0.3074395,0.22163862,1.2232219,0.44656494
sample_0048,0.47793314,0.32058886,0.41572607,0.46542782,0.29247344,0.55156064,0.675919,0.83696145,0.61397976,0.42913693,0.39071292,0.36024696,0.42782593,0.4796396,0.26292557,0.3049535,0.27364007,0.008481068,0.60445,0.6699184,0.30247188,0.25930047,0.76262456,0.32676706
sample_0049,0.54684883,0.5424533,0.5316125,0.4642998,0.25655726,0.7212642,0.62993854,0.94364935,0.6118329,0.448198,0.58026356,0.35624135,0.42782164,0.47941625,0.2756761,0.30492476,0.27452558,0.016172934,0.6074318,1.068663,0.30928072,0.2113496,1.4713494,0.4926774
sample_0050,0.5049781,0.51688325,0.49946293,0.4645774,0.26448908,0.60074407,0.6492489,0.8654219,0.61304706,0.44054335,0.49463075,0.35812145,0.42782277,0.47947124,0.26504534,0.30494425,0.23403636,0.012061555,0.60577434,0.8849188,0.30634654,0.23042083,1.0576384,0.41370958
sample_0051,0.46877283,0.3864238,0.39086008,0.46486273,0.29183292,0.52694523,0.6723016,0.840072,0.6145385,0.42029768,0.29771,0.36154455,0.42782596,0.47998193,0.25553292,0.30496046,0.27345908,0.019036284,0.6040967,0.5969418,0.30002853,0.28734267,0.4587413,0.24434522
sample_0052,0.46835324,0.31929815,0.38744554,0.46599275,0.29352257,0.52427757,0.6960935,0.8173859,0.61459506,0.41983333,0.28098422,0.36176136,0.42782605,0.48006642,0.25273633,0.30496082,0.27341896,0.00867239,0.60408574,0.49988583,0.29954636,0.29387754,0.38639355,0.2305536
sample_0053,0.50466186,0.36444706,0.47564986,0.4644193,0.28972822,0.60647607,0.66190386,0.8624241,0.6133429,0.43735602,0.4601736,0.35898727,0.427823,0.4795076,0.27015245,0.3049449,0.2738557,0.021455033,0.6053794,0.77945817,0.30471522,0.24035674,1.0420916,0.38761953
sample_0054,0.46808666,0.30536336,0.38583142,0.4653901,0.2939006,0.5237302,0.7069459,0.8220267,0.61462134,0.4191785,0.27260083,0.3618601,0.427826,0.48011345,0.25211868,0.3049609,0.2734097,0.014738424,0.60406023,0.46001703,0.2993218,0.29723078,0.35993636,0.22355929
sample_0055,0.5249991,0.36637527,0.50457263,0.46508068,0.28964296,0.6318937,0.6487138,0.8769616,0.61269534,0.4428198,0.5126857,0.35796115,0.42782253,0.4794491,0.27081653,0.30494124,0.27376384,0.015133051,0.6058856,0.886168,0.30639625,0.22641575,1.2061841,0.43665025
sample_0056,0.47168696,0.35853583,0.40864646,0.46208137,0.29200643,0.5468284,0.61015147,0.8857698,0.6140345,0.42519304,0.38576132,0.36028925,0.42782578,0.47965586,0.25717115,0.30495766,0.24135244,0.0077090627,0.6043769,1.0438629,0.3024069,0.2559337,0.8145154,0.3248686
sample_0057,0.46814805,0.31247693,0.38619357,0.46538216,0.2935521,0.5238197,0.704703,0.8131186,0.6146186,0.4194431,0.27376646,0.36184356,0.42782605,0.48010752,0.25207847,0.3049609,0.27340046,0.011926687,0.6040655,0.46776175,0.29936308,0.29680756,0.37336683,0.22435766
sample_0058,0.619238,0.56981456,0.58292097,0.46535704,0.2582798,0.8301103,0.6148602,0.9837478,0.61002463,0.4472069,0.67700654,0.35390744,0.427819,0.4794234,0.26989317,0.30487996,0.27418375,0.013717806,0.6090206,1.2546886,0.3127452,0.189886,1.6948029,0.5859325
sample_0059,0.4857491,0.33964908,0.43076852,0.46489677,0.29188168,0.56268346,0.6830464,0.8411598,0.61395466,0.43214998,0.3941006,0.3601873,0.4278248,0.47963148,0.2642246,0.3049507,0.27352762,0.004253377,0.60459566,0.6359588,0.30259368,0.25956154,0.6625807,0.3285717
sample_0060,0.46784195,0.30012923,0.38463378,0.46556577,0.29364517,0.5232582,0.71196413,0.8077082,0.61463773,0.41904625,0.2676987,0.36190826,0.42782602,0.48014438,0.25197974,0.304961,0.2734244,0.0084113255,0.6040541,0.44294894,0.299218,0.29935408,0.32057327,0.21905896
sample_0061,0.5308398,0.5526111,0.5221009,0.4659508,0.25732625,0.63487196,0.632662,0.9488209,0.61210406,0.44682845,0.5627142,0.3566513,0.42782265,0.47942197,0.2772808,0.30493787,0.27353913,0.01079624,0.6064743,1.0379272,0.30863774,0.21528187,1.4178534,0.47659868
sample_0062,0.48935366,0.35751212,0.44867522,0.46472374,0.28964242,0.58724916,0.6701484,0.84444135,0.6136041,0.43375632,0.43498188,0.35945296,0.42782375,0.4795477,0.26831192,0.30494744,0.27431858,0.012045266,0.60513777,0.72115755,0.30392113,0.24765038,0.8855155,0.36438844
sample_0063,0.50194615,0.35893595,0.46190527,0.4651358,0.2899645,0.57441473,0.6701753,0.8294148,0.61358577,0.43860132,0.4363833,0.35943773,0.42782268,0.47954482,0.2677831,0.30494624,0.27410984,0.015103012,0.6049921,0.7211567,0.30393976,0.24716899,0.77307594,0.36601493
sample_0064,0.46853262,0.34738648,0.3884687,0.46508285,0.29309836,0.5259309,0.68125343,0.82397276,0.6145572,0.41935906,0.291861,0.36162996,0.42782596,0.4800089,0.25248933,0.30496046,0.27339524,0.02970256,0.6041074,0.55704856,0.29983473,0.28944004,0.4466521,0.23990631
sample_0065,0.46792433,0.3311325,0.385278,0.46521205,0.29349503,0.52340066,0.70751995,0.8123884,0.614627,0.41913232,0.27133223,0.36186707,0.42782602,0.48012272,0.25201935,0.3049609,0.2734756,0.008182347,0.6040622,0.45881552,0.29931295,0.29794723,0.35860413,0.22205758
sample_0066,0.46892264,0.3061447,0.3905372,0.4651497,0.2938513,0.52674603,0.6732093,0.8299879,0.6145167,0.42063862,0.301202,0.36152968,0.4278258,0.4799596,0.25451696,0.30496016,0.273409,0.011518816,0.6040935,0.59296846,0.30003074,0.28557512,0.4462089,0.2488772
sample_0067,0.47137612,0.5262135,0.4022215,0.46534377,0.2895156,0.540102,0.6100671,0.92090356,0.61409265,0.42362234,0.3810048,0.36030567,0.42782578,0.4796732,0.25566936,0.30495805,0.25101304,0.010080074,0.60432255,1.0498381,0.30242804,0.25819808,0.8154972,0.3179613
sample_0068,0.4684319,0.34170058,0.38811553,0.46492827,0.29234767,0.5253319,0.6868277,0.821936,0.6145786,0.41992265,0.28663015,0.36168334,0.42782596,0.48003826,0.25263637,0.30496058,0.27340677,0.01578548,0.60409635,0.5359222,0.29972935,0.29174662,0.4190446,0.23482522
sample_0069,0.46850604,0.3190606,0.38864005,0.46475193,0.29349485,0.52531624,0.68764377,0.8140569,0.6145734,0.42055103,0.28708142,0.36169213,0.42782608,0.48003292,0.2522728,0.3049605,0.2734095,0.004320483,0.60408354,0.5302012,0.2996965,0.2912602,0.3685825,0.23599139
sample_0070,0.5111719,0.4592629,0.4715964,0.4643482,0.28798974,0.5982457,0.65732867,0.88474035,0.61328924,0.4396813,0.46983242,0.35869467,0.42782277,0.4794979,0.27222407,0.30494434,0.27340448,0.0019418788,0.60542107,0.8160715,0.3052954,0.23853415,0.93012434,0.39267913
sample_0071,0.4683612,0.34949794,0.38822606,0.46487826,0.2931304,0.5247719,0.69307774,0.8209772,0.61458457,0.42014572,0.28427273,0.36171985,0.42782605,0.48004892,0.25255352,0.3049606,0.27342215,0.0036191712,0.6040778,0.5142863,0.29963955,0.29271692,0.39503103,0.23319498
sample_0072,0.49385777,0.37216228,0.43880042,0.4651556,0.28979644,0.56580794,0.6770609,0.84922296,0.6138208,0.43293694,0.41151643,0.35986713,0.42782468,0.4795935,0.26560366,0.3049488,0.27352872,0.01163093,0.6047957,0.6744337,0.30319428,0.25449967,0.723052,0.34316525
sample_0073,0.46761334,0.29005745,0.38429236,0.4652773,0.29411575,0.5223757,0.72526574,0.8116979,0.61466086,0.41830218,0.25911203,0.3620057,0.42782605,0.48019668,0.2514776,0.3049612,0.2734105,0.007922892,0.6040521,0.40218776,0.2989832,0.30273265,0.31266907,0.21221289
sample_0074,0.4881333,0.519622,0.44923946,0.46414605,0.2779111,0.57886297,0.6462261,0.8885727,0.61337245,0.4357547,0.46600938,0.35868394,0.42782408,0.47950602,0.26621777,0.30494902,0.264771,0.013707528,0.6055731,0.8929858,0.30536056,0.23840451,1.1283938,0.38800588
sample_0075,0.46845347,0.33832702,0.3868772,0.4650501,0.29096958,0.52514046,0.6834877,0.82854533,0.61458486,0.4197679,0.28616804,0.36167172,0.427826,0.4800449,0.25269365,0.30496067,0.25471392,0.009577983,0.6040835,0.54788136,0.29977733,0.2917912,0.4134404,0.23361069
sample_0076,0.46822587,0.3279907,0.38709623,0.46567488,0.29305977,0.52457947,0.6966021,0.8195425,0.6145976,0.41955453,0.28058004,0.36176097,0.427826,0.4800697,0.2527497,0.30496076,0.27340224,0.0080852425,0.60407346,0.49971217,0.29955158,0.29421523,0.4078774,0.22990644
sample_0077,0.49034756,0.32644105,0.43191984,0.46510014,0.29116157,0.5697681,0.68238014,0.84152794,0.61391425,0.4306798,0.39913023,0.36010328,0.42782515,0.47961953,0.26713225,0.30494937,0.2737329,0.01599335,0.6048247,0.6412444,0.30274796,0.25817406,0.73409957,0.33292383
sample_0078,0.49706805,0.33442998,0.45620275,0.46471345,0.29196998,0.5775056,0.6705691,0.8511819,0.6136119,0.43441674,0.432141,0.35954732,0.4278237,0.4795508,0.26671702,0.30494893,0.273638,0.010278571,0.60464,0.7159265,0.3037181,0.24782997,0.7853899,0.3636507
sample_0079,0.4694624,0.42831835,0.39150107,0.46603093,0.2910111,0.5284376,0.65541977,0.83895487,0.6144632,0.42226744,0.31607676,0.3613003,0.42782593,0.47989798,0.2519669,0.30495977,0.24613322,0.006030666,0.6041337,0.689569,0.30053985,0.2800755,0.50875914,0.26034126
sample_0080,0.6049671,0.5528767,0.5664532,0.4646058,0.2421651,0.8073317,0.6237976,0.9573596,0.61112684,0.45527706,0.621217,0.35528487,0.42781845,0.47941178,0.265878,0.30491123,0.25862145,0.01313136,0.60769296,1.1416053,0.31074643,0.20145601,1.5083826,0.5320263
sample_0081,0.46816897,0.32423478,0.38732797,0.46482357,0.29335845,0.5246029,0.6983944,0.82781297,0.61460155,0.4194883,0.27907372,0.36178282,0.427826,0.4800772,0.25252327,0.30496073,0.27340022,0.0051632207,0.6040723,0.49136004,0.29949936,0.29467613,0.383269,0.22887227
sample_0082,0.46808177,0.3487404,0.3868255,0.46540096,0.29296565,0.5246843,0.6973115,0.8170406,0.6146025,0.4193302,0.2792453,0.36177468,0.427826,0.48007765,0.25188047,0.3049607,0.273426,0.011412745,0.6040713,0.4959958,0.29952365,0.2947383,0.37296432,0.22867447
sample_0083,0.51373553,0.3965451,0.45889083,0.46343914,0.28942052,0.6005553,0.6610596,0.865055,0.6132949,0.43877745,0.46510738,0.35888028,0.427823,0.47950116,0.27595735,0.3049444,0.27405888,0.014815686,0.6053969,0.787076,0.3049082,0.23922247,0.98504776,0.3915573
sample_0084,0.4679963,0.36434382,0.3857638,0.4652754,0.29270965,0.523469,0.7040082,0.8122859,0.61462355,0.41898084,0.27297267,0.36184216,0.42782602,0.48011473,0.25142747,0.30496094,0.27339637,0.0032532136,0.6040647,0.47095174,0.29937688,0.29736876,0.34737426,0.2230863
sample_0085,0.49796888,0.39368913,0.46697906,0.46418694,0.28953123,0.6008915,0.6491272,0.8748579,0.6130284,0.43981868,0.4878394,0.35843563,0.4278246,0.47947326,0.27330247,0.304947,0.27413762,0.006409187,0.6053577,0.87430525,0.30562901,0.23239037,0.9983791,0.4134777
sample_0086,0.4696174,0.5005195,0.39209813,0.46529084,0.28993627,0.5297955,0.6447926,0.8449447,0.61442894,0.42212865,0.32452458,0.36116502,0.42782584,0.47986454,0.2551484,0.3049596,0.27176014,0.005205989,0.604136,0.75194097,0.3008199,0.27765137,0.5754174,0.26685673
sample_0087,0.48445702,0.35170913,0.42946962,0.46547818,0.290528,0.5612192,0.6817538,0.8571101,0.613969,0.42912474,0.39332992,0.36017972,0.42782524,0.47963476,0.25994667,0.30495054,0.2736811,0.027601004,0.6045696,0.64296037,0.30262408,0.25987977,0.7324776,0.32718983
sample_0088,0.46853083,0.3323168,0.38867614,0.4654064,0.29247805,0.52563554,0.68430966,0.8160145,0.6145699,0.41991752,0.2888105,0.36166093,0.427826,0.48002595,0.25226516,0.30496064,0.27345687,0.0074965954,0.60408175,0.5451621,0.29977414,0.2907753,0.41952997,0.23692861
sample_0089,0.46807256,0.34765002,0.3852131,0.4653424,0.29317072,0.5239944,0.70303327,0.8144579,0.61461514,0.41949832,0.27518696,0.3618231,0.427826,0.48010024,0.25146067,0.30496085,0.2733965,0.011258629,0.60407454,0.47548738,0.29941273,0.29641724,0.34502694,0.22529492
sample_0090,0.46830446,0.37588316,0.38663366,0.46525055,0.29203603,0.5249932,0.69120514,0.8214978,0.6145948,0.4199744,0.28223658,0.36173108,0.42782605,0.48006308,0.2520882,0.3049608,0.2734479,0.013677945,0.60407305,0.51809806,0.29962975,0.29358715,0.40780157,0.2307969
sample_0091,0.46865165,0.29000542,0.38908532,0.46455023,0.29389507,0.5263234,0.67984974,0.82102823,0.61454725,0.42080963,0.29347032,0.36162516,0.42782596,0.47999787,0.25279713,0.30496046,0.27340296,0.010670332,0.6040866,0.5586244,0.29983097,0.2884644,0.43121648,0.24212158
sample_0092,0.4917098,0.32833853,0.44370124,0.4658814,0.29214758,0.57480156,0.6697253,0.8579184,0.61363775,0.43445224,0.42946595,0.35959473,0.42782402,0.47955567,0.26344016,0.3049499,0.27366793,0.01529493,0.60472655,0.7195529,0.30363232,0.2483828,0.910243,0.36144382
sample_0093,0.46940166,0.3381237,0.39500841,0.46531227,0.29214174,0.5316155,0.6491327,0.8529839,0.61442894,0.4218402,0.32233936,0.36123064,0.42782602,0.4798686,0.2524383,0.3049597,0.27342898,0.0077279108,0.6041403,0.72024065,0.3006571,0.2779716,0.5490951,0.266569
