,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_4030,0.4683023,0.32586646,0.38671046,0.46494046,0.29363695,0.5245719,0.69668347,0.8183653,0.6145932,0.4196501,0.28138518,0.3617585,0.4278259,0.4800637,0.2534591,0.30496067,0.27343577,0.0066704294,0.60408324,0.4989752,0.29955015,0.293754,0.38994235,0.23097861
sample_4031,0.5046628,0.3814876,0.45627818,0.46619618,0.28951743,0.5921347,0.6673076,0.84700334,0.6135359,0.43539906,0.44250703,0.35930216,0.42782348,0.47953543,0.26622152,0.3049477,0.27366167,0.016198374,0.6050882,0.74093616,0.30419326,0.24550933,0.7986498,0.37080988
sample_4032,0.4681734,0.29974675,0.38672885,0.46516556,0.2939624,0.52350545,0.7060907,0.81614083,0.6146168,0.4191908,0.2738294,0.36184904,0.42782614,0.48010558,0.25189722,0.30496097,0.27342367,0.014736826,0.60405993,0.46327674,0.29934388,0.29669896,0.36296266,0.22475299
sample_4033,0.46859252,0.34587246,0.3883776,0.46506536,0.29285955,0.5251237,0.68853486,0.8217374,0.61457443,0.419792,0.28739113,0.36167964,0.42782596,0.48003292,0.25268266,0.3049605,0.27340972,0.010583041,0.6040833,0.53198946,0.29973057,0.29147336,0.4181313,0.2357387
sample_4034,0.4703243,0.4675981,0.39696312,0.46467125,0.28942704,0.53309214,0.6286222,0.89732695,0.6142828,0.4210047,0.35183406,0.36076856,0.42782572,0.4797625,0.25455034,0.3049586,0.24386987,0.006277248,0.60422355,0.88121665,0.30158436,0.26769453,0.67377245,0.29148296
sample_4035,0.5084455,0.35887915,0.45223743,0.46356067,0.28955612,0.59788126,0.6637328,0.8732313,0.6133846,0.43681034,0.45694304,0.3590348,0.42782447,0.47951272,0.26549911,0.3049461,0.27465042,0.014200612,0.6052137,0.7675626,0.30464825,0.2415798,0.9258449,0.38395637
sample_4036,0.5002429,0.32947332,0.45757696,0.46480432,0.29187986,0.58900267,0.6724906,0.85838425,0.61363477,0.43398213,0.42991853,0.3595844,0.42782465,0.47955498,0.26351464,0.30494726,0.27343944,0.017964607,0.60497797,0.7045351,0.30365878,0.24866614,0.826821,0.36134267
sample_4037,0.4677191,0.30513373,0.3845321,0.4652958,0.29394138,0.52321786,0.71617913,0.8061978,0.6146435,0.41877955,0.26535133,0.36193824,0.42782602,0.48015752,0.25170398,0.3049611,0.2733956,0.007929146,0.60405487,0.42949843,0.2991433,0.30024275,0.3389725,0.21734348
sample_4038,0.5056975,0.33806527,0.4708972,0.4645558,0.29181936,0.61494017,0.66317904,0.86568457,0.6132944,0.43745267,0.46270144,0.35898137,0.42782396,0.47950265,0.26775154,0.30494654,0.2735677,0.01452199,0.604781,0.77106845,0.30469358,0.23945794,0.99229354,0.3912634
sample_4039,0.49349046,0.39746922,0.4481955,0.46463245,0.28942737,0.58837837,0.66624594,0.8488158,0.6136121,0.43372598,0.43568665,0.3594076,0.42782423,0.47954795,0.266563,0.304949,0.27375823,0.01541478,0.6047592,0.7451521,0.30402133,0.2472738,0.8757309,0.36427563
sample_4040,0.467795,0.3072654,0.38414502,0.46541297,0.29380625,0.52282035,0.7158298,0.80386424,0.61464393,0.41882467,0.2653575,0.3619362,0.42782602,0.480158,0.2522289,0.30496106,0.27340525,0.012998077,0.60405976,0.43078548,0.29914996,0.30030206,0.33766848,0.21722773
sample_4041,0.46777883,0.3090669,0.38439596,0.46535662,0.29376262,0.522816,0.7155431,0.8108021,0.61464417,0.41887465,0.2654458,0.361933,0.4278261,0.480158,0.2519061,0.3049611,0.27339804,0.008174263,0.6040605,0.43228638,0.2991591,0.30037898,0.34015232,0.21715555
sample_4042,0.488903,0.35987252,0.44326591,0.46436352,0.29016703,0.5677297,0.6826,0.84106207,0.61394495,0.42662716,0.39641136,0.3601276,0.42782488,0.47962734,0.26037312,0.30495137,0.27384615,0.008752943,0.6046061,0.64000475,0.302722,0.25925004,0.7223651,0.329648
sample_4043,0.5599486,0.5021153,0.5476229,0.46422753,0.2759577,0.6104486,0.63532454,0.9160604,0.6120311,0.44180346,0.5642789,0.35669965,0.42782253,0.4794207,0.28017706,0.30493438,0.27492535,0.014830346,0.60598826,1.0133266,0.30850717,0.21475983,1.4650164,0.4802071
sample_4044,0.46927816,0.36880666,0.39311695,0.46641004,0.29227367,0.5293646,0.65775836,0.84855276,0.6144695,0.42133972,0.31347698,0.3613522,0.4278259,0.47990626,0.25426742,0.3049601,0.27339774,0.011008283,0.6041174,0.6709508,0.30041257,0.2812035,0.5135332,0.25878602
sample_4045,0.46867704,0.40719557,0.38955337,0.4650252,0.29151133,0.5263058,0.6718632,0.8410934,0.61454254,0.4204628,0.29707712,0.36154655,0.42782575,0.4799862,0.2534591,0.30496028,0.27340406,0.009106861,0.604069,0.59859073,0.30003038,0.28766698,0.48024148,0.24349421
sample_4046,0.46939728,0.38016373,0.39491093,0.46494862,0.29140532,0.5307025,0.6569952,0.83953834,0.6144581,0.42114493,0.31677997,0.36129564,0.42782584,0.47989362,0.25461906,0.30495992,0.27345005,0.008217912,0.60410005,0.68520117,0.30053708,0.28029096,0.5609744,0.26106226
sample_4047,0.47067565,0.3511515,0.39707083,0.46452993,0.2928356,0.5322015,0.6349617,0.8761922,0.6143126,0.42261624,0.34371233,0.36094317,0.42782572,0.47978517,0.25718784,0.30495918,0.22602423,0.006937002,0.6041705,0.8183892,0.30121127,0.26950246,0.6488227,0.28661227
sample_4048,0.46909475,0.37037313,0.39436686,0.46483994,0.29055876,0.528874,0.65477437,0.8488322,0.6144679,0.42199916,0.3150195,0.36131376,0.42782593,0.47990242,0.2562815,0.30495992,0.26254538,0.0058740494,0.60412246,0.6895405,0.3005095,0.28071845,0.49056643,0.25932565
sample_4049,0.46919057,0.39622575,0.3915347,0.46587473,0.29119888,0.52858865,0.6591424,0.839391,0.61448336,0.42127,0.31130183,0.3613663,0.4278258,0.47991827,0.25607222,0.30495998,0.27339447,0.0023980162,0.60413265,0.6665698,0.30039805,0.2822597,0.5437009,0.25613144
sample_4050,0.46784166,0.2999253,0.38465744,0.46512952,0.294012,0.52273464,0.71495974,0.80848914,0.61464036,0.41879326,0.26629096,0.36193004,0.42782602,0.4801513,0.25213104,0.30496106,0.27339506,0.007700663,0.60405415,0.43267632,0.29916114,0.2997426,0.32971364,0.21826407
sample_4051,0.5254784,0.36919948,0.48915553,0.46381196,0.2898728,0.66300654,0.64444196,0.8874412,0.61243033,0.4466355,0.53123546,0.3575861,0.4278234,0.47943547,0.27671975,0.30493927,0.27349624,0.01253374,0.6061049,0.9238112,0.3069865,0.22166994,1.2308831,0.4544311
sample_4052,0.46811464,0.30446264,0.3863049,0.46529877,0.29392925,0.5241598,0.7040998,0.8131562,0.6146105,0.41935447,0.27583367,0.36182618,0.42782608,0.480094,0.25172725,0.304961,0.27340662,0.009230016,0.6040645,0.47132576,0.299395,0.2959503,0.36837387,0.22643438
sample_4053,0.46825173,0.30578205,0.38725224,0.46580818,0.29373175,0.52452815,0.69895,0.8156129,0.61459917,0.4195742,0.27954376,0.3617807,0.42782593,0.48007372,0.25265348,0.3049608,0.27339828,0.013157004,0.6040708,0.49016944,0.29950005,0.29447812,0.38798016,0.22944629
sample_4054,0.55640405,0.5222889,0.53214145,0.46543813,0.22460091,0.68646085,0.6247365,0.9492066,0.61142755,0.45689225,0.60509187,0.35565233,0.42782167,0.47941214,0.2811575,0.3049329,0.24298084,0.010666532,0.60736686,1.1277285,0.31021267,0.20439404,1.4834901,0.51674503
sample_4055,0.49565172,0.30658662,0.44906718,0.46454725,0.29315948,0.57228774,0.6805755,0.8438307,0.61383575,0.43257093,0.40730911,0.35998902,0.42782363,0.47959962,0.26516983,0.30494857,0.2735859,0.011532899,0.60449904,0.6524932,0.30293393,0.25542182,0.81186676,0.3411888
sample_4056,0.4681055,0.30179515,0.38673675,0.46534517,0.29394948,0.52376807,0.70427674,0.8134957,0.61461717,0.41928786,0.27381212,0.36184853,0.42782605,0.48010612,0.2515003,0.3049609,0.2734034,0.011303452,0.60406274,0.4664963,0.29934785,0.29651296,0.36377805,0.22474813
sample_4057,0.4684222,0.40211934,0.38795793,0.46559307,0.2908494,0.52542436,0.6830954,0.8301331,0.61458075,0.41995406,0.28704256,0.36166432,0.42782605,0.4800391,0.25194138,0.3049606,0.27340704,0.017660601,0.6040824,0.55007434,0.2997854,0.29175383,0.41632158,0.23445779
sample_4058,0.468341,0.33606583,0.38806278,0.46554285,0.2929352,0.5251992,0.68894106,0.8158248,0.61458164,0.4198986,0.28536814,0.36170384,0.42782596,0.4800439,0.2520622,0.3049606,0.27339655,0.011823811,0.60407454,0.52656907,0.29967943,0.29214117,0.40940458,0.23402959
sample_4059,0.5339436,0.38294956,0.4980003,0.46603805,0.28953892,0.66805166,0.6473943,0.88887966,0.61261266,0.44344845,0.5189711,0.35782588,0.4278223,0.47944427,0.2722624,0.3049402,0.27414155,0.016325906,0.6059794,0.89814126,0.30661848,0.22491744,1.1904458,0.44229376
sample_4060,0.46836537,0.367764,0.3870235,0.46511334,0.29231957,0.5252664,0.68871856,0.8202431,0.61459035,0.4198524,0.28356564,0.36171544,0.42782605,0.48005584,0.2526293,0.30496055,0.27339655,0.016995467,0.6040806,0.5263243,0.29966468,0.29298276,0.41357917,0.23196205
sample_4061,0.5289556,0.43018797,0.5141877,0.4636254,0.28947103,0.65278006,0.63843256,0.9102465,0.612278,0.44653246,0.54431427,0.3572368,0.42782155,0.47942874,0.28087324,0.30494106,0.27344334,0.013348192,0.6063227,0.97732663,0.30758393,0.218622,1.2387155,0.46493253
sample_4062,0.5124326,0.42850488,0.4624476,0.464262,0.28905705,0.6082594,0.6561707,0.84953207,0.6131486,0.44478476,0.4794975,0.35856435,0.427823,0.47948387,0.27330363,0.3049454,0.27374434,0.022790633,0.6055284,0.82511485,0.30546486,0.23554143,1.053775,0.40359125
sample_4063,0.49570787,0.30448008,0.44973508,0.46339217,0.29262897,0.56787586,0.6764607,0.8375609,0.61375475,0.4255782,0.41688007,0.35981703,0.42782533,0.47957993,0.26399848,0.30494815,0.27342054,0.013912359,0.60462576,0.67788243,0.30324638,0.25245762,0.84089947,0.3496659
sample_4064,0.46777907,0.29389197,0.38484925,0.4652484,0.29407245,0.5226108,0.7167077,0.81292677,0.614642,0.418785,0.26559097,0.36193892,0.4278261,0.4801551,0.2518078,0.3049611,0.27345496,0.010628915,0.6040543,0.4280539,0.29913792,0.30010495,0.33501598,0.21773183
sample_4065,0.4914007,0.32348198,0.45489454,0.4648538,0.29312712,0.5762223,0.6766763,0.8576341,0.61373854,0.433396,0.41825157,0.35980162,0.42782375,0.47957668,0.2647882,0.30494833,0.2741574,0.009504327,0.6049458,0.6768708,0.30326602,0.252098,0.7078469,0.3511422
sample_4066,0.46848077,0.3452542,0.38853574,0.46513027,0.2926542,0.5252607,0.68536854,0.8320935,0.6145668,0.42008507,0.2895044,0.36165464,0.42782596,0.48002177,0.25315562,0.3049605,0.27343607,0.0068316045,0.6040696,0.5436559,0.29978463,0.2905634,0.42441964,0.23761246
sample_4067,0.47745654,0.33268747,0.41703868,0.46492442,0.2927347,0.5512801,0.68248373,0.8400412,0.61404765,0.42995718,0.38167453,0.36039597,0.42782447,0.47966263,0.26449102,0.3049545,0.27342325,0.011504773,0.6045042,0.63317513,0.30219975,0.2626208,0.7032874,0.31835628
sample_4068,0.51910186,0.38152117,0.46703207,0.46472862,0.2895757,0.626481,0.65299773,0.8594551,0.6129495,0.44255328,0.49356574,0.3583386,0.42782345,0.47946686,0.2705276,0.30494264,0.2749688,0.008637739,0.60555524,0.8495388,0.30578965,0.23144972,1.0709412,0.41850418
sample_4069,0.495187,0.3737232,0.45347333,0.4647867,0.28946656,0.5665479,0.67434967,0.83247674,0.6137776,0.43318415,0.41787326,0.35972753,0.42782304,0.47958183,0.26655227,0.3049481,0.27358377,0.015255002,0.60490763,0.6925856,0.30346695,0.25286996,0.7896356,0.34777933
sample_4070,0.46756256,0.29883236,0.38360876,0.4650927,0.29396403,0.52212536,0.72682834,0.80436474,0.61466753,0.41840962,0.2571279,0.36202112,0.4278261,0.48021132,0.25158125,0.30496123,0.27339935,0.007985518,0.60404927,0.39762723,0.29895258,0.30360794,0.31502017,0.2102575
sample_4071,0.52288634,0.4552585,0.49803346,0.46362165,0.28878057,0.60981673,0.64783263,0.8960003,0.6127992,0.44390428,0.50895363,0.35793853,0.4278223,0.47945416,0.27344286,0.3049429,0.27373275,0.010672873,0.6058569,0.8945081,0.3065119,0.22800237,1.3131175,0.4299083
sample_4072,0.46971723,0.5501113,0.3949757,0.46507668,0.28948632,0.5321394,0.6376388,0.8419931,0.61438257,0.42296982,0.33450168,0.36101288,0.4278259,0.4798264,0.2539487,0.3049595,0.2569991,0.0076879263,0.60413647,0.8057833,0.301129,0.27401492,0.60114354,0.27532277
sample_4073,0.46840787,0.31129655,0.3875716,0.46450454,0.2936622,0.52531797,0.6951927,0.8161384,0.6145892,0.41967794,0.28244865,0.36174768,0.427826,0.48005754,0.25338292,0.3049606,0.2734014,0.008773443,0.6040623,0.503775,0.29957283,0.29324833,0.39115864,0.23199382
sample_4074,0.46868873,0.3767702,0.3886934,0.4645826,0.29220343,0.5268067,0.68052626,0.81670296,0.6145507,0.42026544,0.29412776,0.36159426,0.4278261,0.4799987,0.25471157,0.30496064,0.2734185,0.0077459365,0.60409,0.56662565,0.29991704,0.28885198,0.4340664,0.24141616
sample_4075,0.50873166,0.3996031,0.4819315,0.46306768,0.28922227,0.60688597,0.6607163,0.87081707,0.6133205,0.4384732,0.46389085,0.35887873,0.42782345,0.47950366,0.27300307,0.3049432,0.2747645,0.02632155,0.60522246,0.78963244,0.30492973,0.23977661,0.9710847,0.3895688
sample_4076,0.50251406,0.39386958,0.46088174,0.46472228,0.28950986,0.5885077,0.66623145,0.86218065,0.6135175,0.4360203,0.44465047,0.35925528,0.42782348,0.47953218,0.27047643,0.30494556,0.2741249,0.013685377,0.6051083,0.74831116,0.30427858,0.2449578,0.9227881,0.37252656
sample_4077,0.6036268,0.5056212,0.58158636,0.46459416,0.26687148,0.8190717,0.61854815,0.9662704,0.61051995,0.44050115,0.65167683,0.3545773,0.42782,0.47941595,0.2664731,0.30490336,0.26971722,0.011390893,0.60766685,1.2044905,0.3117482,0.19494104,1.7949778,0.56241107
sample_4078,0.49445945,0.3876719,0.44726872,0.46523577,0.28961834,0.5736094,0.6737485,0.85136294,0.6137439,0.43340814,0.4208129,0.35969225,0.42782414,0.47957504,0.26387885,0.30494767,0.27370906,0.008677011,0.6048479,0.69630027,0.30351484,0.25183088,0.849789,0.3510805
sample_4079,0.46819103,0.3066113,0.38614786,0.4650231,0.29391545,0.5239772,0.7018839,0.81067806,0.6146057,0.4195425,0.27734518,0.36180854,0.427826,0.48008552,0.2508079,0.30496085,0.273413,0.00605577,0.60407305,0.4788701,0.29943547,0.2953077,0.3727303,0.22770977
sample_4080,0.51080114,0.35868087,0.4644501,0.4662529,0.29027346,0.6016879,0.6638965,0.8667229,0.6133823,0.43518418,0.45610726,0.35907364,0.42782304,0.4795131,0.27041066,0.30494538,0.27440393,0.028749263,0.60525125,0.76537025,0.30456197,0.24153191,0.94393516,0.38411504
sample_4081,0.46877688,0.41522872,0.39115727,0.46535835,0.29109505,0.52692986,0.6728741,0.8141795,0.6145382,0.42060438,0.29824895,0.3615308,0.42782578,0.47998047,0.2537015,0.30496037,0.27340627,0.01892976,0.6040959,0.5991819,0.30006343,0.2873422,0.458902,0.24442974
sample_4082,0.46893808,0.35774186,0.38981327,0.46521717,0.29263204,0.5264748,0.6732818,0.8312825,0.6145274,0.4209199,0.2999367,0.361525,0.42782587,0.47996938,0.25414872,0.30496034,0.27344596,0.00999533,0.6041041,0.5968548,0.30006015,0.2864563,0.46270806,0.24668941
sample_4083,0.497163,0.3649379,0.4489119,0.46486387,0.2900019,0.579944,0.66701645,0.8645184,0.61353874,0.43515465,0.4410978,0.35935193,0.42782402,0.47953674,0.26748917,0.30494705,0.27345675,0.014256569,0.6049382,0.7411058,0.30408478,0.24552,0.8923382,0.37059963
sample_4084,0.47016948,0.34055462,0.39850762,0.46106556,0.29210007,0.5328412,0.6376256,0.863603,0.6143344,0.42318264,0.34011704,0.36098745,0.42782587,0.4797983,0.25815266,0.30495894,0.27345312,0.0030605453,0.6041708,0.80258155,0.30112192,0.27163008,0.6015433,0.28281003
sample_4085,0.5031675,0.41867456,0.46451724,0.46497932,0.28940043,0.5887376,0.6654481,0.859584,0.61352175,0.43568793,0.4450221,0.35923174,0.42782423,0.47953227,0.26936036,0.3049471,0.27340496,0.013326272,0.60509163,0.7537793,0.30433318,0.24489477,0.8972911,0.37232178
sample_4086,0.46829835,0.31007257,0.3875518,0.46394497,0.29369548,0.5250141,0.69454795,0.8182085,0.61458784,0.42070863,0.28276443,0.36174536,0.42782605,0.48005557,0.25085652,0.30496073,0.2733975,0.005116033,0.6040697,0.5053009,0.29957697,0.29305267,0.39613593,0.2323528
sample_4087,0.46796852,0.2991889,0.3847587,0.46518803,0.2938868,0.52312136,0.71445924,0.8088231,0.6146396,0.41863135,0.26672065,0.36192292,0.42782605,0.48014918,0.2525201,0.30496103,0.27342975,0.011090014,0.60405755,0.4353869,0.29917893,0.29973477,0.33531952,0.218458
sample_4088,0.48628744,0.3899136,0.44119722,0.4651628,0.28957263,0.57862866,0.65859044,0.8675385,0.61354095,0.43336114,0.44221646,0.35930073,0.42782548,0.4795361,0.2659002,0.30495018,0.27371866,0.018943196,0.6048601,0.7931253,0.30418098,0.24451241,0.9188621,0.3715688
sample_4089,0.46814,0.2936956,0.3865747,0.46582097,0.29406226,0.5244876,0.7038168,0.82520014,0.61461025,0.4195849,0.2756477,0.36183196,0.42782608,0.48009434,0.2521022,0.30496094,0.27340335,0.011745988,0.6040705,0.47009185,0.29937977,0.2958138,0.36784106,0.22651589
sample_4090,0.46838644,0.36313042,0.3874987,0.46525672,0.29130256,0.52468896,0.6870545,0.81883806,0.6145917,0.4196986,0.2836377,0.36170828,0.42782605,0.48005685,0.25272462,0.30496076,0.27339473,0.00831432,0.6040787,0.53225744,0.29968712,0.29302832,0.41004634,0.2316964
sample_4091,0.47039503,0.42321867,0.39535952,0.46738133,0.29108,0.53206134,0.63634413,0.85126656,0.6143465,0.42287448,0.33881968,0.36099094,0.42782566,0.4798049,0.25500026,0.3049591,0.27342337,0.013350477,0.60421413,0.8091186,0.3011294,0.27223772,0.61441493,0.28096947
sample_4092,0.5012542,0.3525347,0.44769448,0.46463874,0.29001853,0.5850011,0.6674264,0.85564905,0.6135195,0.43370533,0.44281566,0.35932466,0.42782345,0.47953373,0.27215388,0.3049466,0.273591,0.015340168,0.60455346,0.7392396,0.30412996,0.24511808,0.95999134,0.3721921
sample_4093,0.467873,0.32930252,0.38432866,0.46542913,0.29334828,0.52306944,0.71143043,0.80930686,0.6146408,0.41891685,0.26707965,0.36190984,0.42782608,0.4801496,0.2518438,0.3049611,0.27341384,0.0056206873,0.60405993,0.44429517,0.29922026,0.29967374,0.34455207,0.21824455
sample_4094,0.46817005,0.3288573,0.3867863,0.46515965,0.2931251,0.52464116,0.70067596,0.81249976,0.61461174,0.41943908,0.27641475,0.3618071,0.427826,0.48009372,0.25289777,0.30496085,0.27339646,0.019733459,0.60406816,0.48329028,0.2994514,0.29589432,0.3556196,0.22624424
sample_4095,0.5655514,0.60612565,0.57086766,0.46426246,0.20203097,0.7544387,0.61991626,0.96009165,0.6109767,0.45635042,0.6323542,0.35492364,0.42782006,0.47941238,0.2874787,0.30488396,0.2661624,0.010762919,0.6055688,1.1869341,0.31133443,0.19955224,1.601154,0.5402939
sample_4096,0.46796805,0.29916966,0.38541812,0.46550497,0.2938953,0.52368474,0.7102938,0.8053607,0.6146282,0.41906634,0.27037212,0.36188474,0.427826,0.4801266,0.2529775,0.3049609,0.27339894,0.014088971,0.604061,0.44949692,0.2992648,0.298226,0.36038893,0.22164327
sample_4097,0.50774395,0.3796868,0.46066624,0.46573585,0.28965616,0.6034049,0.6605291,0.8675082,0.61328226,0.43474644,0.4657507,0.3588788,0.42782313,0.47949994,0.2705345,0.30494565,0.27388054,0.020279463,0.60532075,0.79021156,0.30490032,0.23887402,1.010991,0.39262962
sample_4098,0.46872422,0.39392978,0.38857186,0.46526253,0.29157433,0.525287,0.6789615,0.8285213,0.6145615,0.42022076,0.29186213,0.36161342,0.42782602,0.48001218,0.2520616,0.30496064,0.2734392,0.013303509,0.60407513,0.56816375,0.29988644,0.28972256,0.45621586,0.23904285
sample_4099,0.53408,0.39730453,0.51904404,0.46341813,0.2851701,0.7729004,0.6097904,0.96901095,0.61032623,0.45667776,0.6586078,0.35448432,0.4278222,0.4794181,0.28610283,0.3049292,0.24318792,0.0043387827,0.608107,1.3052733,0.31178534,0.19114831,1.8513056,0.57408726
sample_4100,0.47110653,0.5397756,0.40129405,0.46634147,0.28946528,0.537819,0.61507475,0.90199816,0.61419046,0.4242655,0.3671072,0.36052245,0.42782572,0.47971404,0.25941944,0.3049584,0.25495157,0.0042462205,0.60425746,0.9885869,0.3020421,0.26279968,0.72878236,0.30497876
sample_4101,0.46827695,0.3428621,0.38764268,0.46531203,0.29306984,0.5245029,0.693627,0.8220888,0.61459374,0.4196772,0.28169674,0.36174887,0.427826,0.4800635,0.2521512,0.3049607,0.2734447,0.0041577755,0.60407317,0.50787127,0.299579,0.29358846,0.38428563,0.23095754
sample_4102,0.46868747,0.337439,0.38999954,0.46560094,0.29312414,0.52705115,0.6815414,0.82513356,0.61454976,0.42037323,0.2938314,0.36160582,0.42782587,0.4799987,0.2512452,0.30496037,0.2734109,0.0025717737,0.6040683,0.5609305,0.29988483,0.28881496,0.427181,0.24157602
sample_4103,0.46831572,0.3233273,0.38804153,0.46481287,0.29348502,0.5246681,0.69804156,0.8231789,0.6146003,0.41980612,0.27947652,0.3617778,0.4278261,0.480075,0.25219706,0.3049608,0.27339888,0.012989047,0.6040628,0.49305978,0.29951066,0.29453754,0.38667417,0.22919402
sample_4104,0.48723006,0.33477753,0.44616175,0.4662068,0.2919102,0.5747856,0.66748327,0.83766466,0.6136216,0.4330552,0.4313035,0.3595582,0.42782408,0.47955248,0.26350665,0.30494934,0.2737383,0.01520187,0.60483557,0.73311114,0.30369592,0.24767467,0.8047372,0.36320153
sample_4105,0.50753057,0.4160479,0.46681887,0.46633127,0.288992,0.59311324,0.6642205,0.8350832,0.61345434,0.43057957,0.45182556,0.35909915,0.42782313,0.47952163,0.26386237,0.3049459,0.2745217,0.008173529,0.60496765,0.7638917,0.30456492,0.2432226,0.9703072,0.37816545
sample_4106,0.46816164,0.3849298,0.38677076,0.46534938,0.2918616,0.52459717,0.69283015,0.8176234,0.6146034,0.41966304,0.2798572,0.36175632,0.42782596,0.48007697,0.25294417,0.30496073,0.2734009,0.011854882,0.60406035,0.51024204,0.29957753,0.29453683,0.38655698,0.22862378
sample_4107,0.46855778,0.34272182,0.38807875,0.46491063,0.29221955,0.52593094,0.6802655,0.8248873,0.6145641,0.4189179,0.29062766,0.36163607,0.42782593,0.48001713,0.2532297,0.30496055,0.27340156,0.0030356396,0.6040608,0.55949247,0.2998312,0.29001647,0.44345355,0.23838222
sample_4108,0.49535468,0.3622931,0.44770044,0.46492213,0.28934264,0.5834417,0.66781336,0.8575835,0.61360705,0.4352196,0.43702865,0.35936642,0.42782402,0.4795464,0.26719117,0.30494872,0.27354103,0.012988774,0.6049414,0.73732185,0.3041124,0.24734434,0.9463986,0.36452523
sample_4109,0.4700764,0.4837281,0.39340568,0.46257526,0.29000068,0.53224206,0.64673126,0.8466916,0.6144098,0.42316875,0.32808763,0.36112475,0.42782578,0.4798498,0.25449687,0.30495936,0.21522778,0.00715865,0.60418206,0.74947524,0.30090508,0.275339,0.5156565,0.2706537
sample_4110,0.46959764,0.33796954,0.39291537,0.46497235,0.2914754,0.5298273,0.65063614,0.8581826,0.61442685,0.42195946,0.32311863,0.36121407,0.42782584,0.47986615,0.25424293,0.3049596,0.27339953,0.00848758,0.60419613,0.7191736,0.30069482,0.27785814,0.5359494,0.2669463
sample_4111,0.47000408,0.41131085,0.3945803,0.46421245,0.29074895,0.53318965,0.6458219,0.85423005,0.6144004,0.4217566,0.32927465,0.36111853,0.4278258,0.4798434,0.25357968,0.30495945,0.22826955,0.0040218877,0.6041414,0.7525883,0.3009036,0.27501142,0.5445037,0.2721489
sample_4112,0.4679478,0.29708782,0.38564914,0.4654471,0.29396668,0.5234879,0.7085651,0.8195914,0.61462915,0.41903046,0.27005988,0.36188892,0.42782608,0.48012868,0.25136647,0.304961,0.2734285,0.009063703,0.6040583,0.45110255,0.29925793,0.2980093,0.35909784,0.22149426
sample_4113,0.46769232,0.29307088,0.38433704,0.4654766,0.2941046,0.5225524,0.7208266,0.8088274,0.61465096,0.41861892,0.26251185,0.36197135,0.42782608,0.48017448,0.25186062,0.30496117,0.273401,0.0064236145,0.60405064,0.41537845,0.29906252,0.3013714,0.31737956,0.21512082
sample_4114,0.5020274,0.38953102,0.45951846,0.46447954,0.28957027,0.58420306,0.6672451,0.8593864,0.6135785,0.43442267,0.43846327,0.35937104,0.42782307,0.47954246,0.26876384,0.30494615,0.27397165,0.01172478,0.6049533,0.739889,0.3040759,0.24657801,0.91230005,0.36709443
sample_4115,0.46912438,0.4683343,0.39163715,0.46500197,0.29020357,0.52751124,0.6639677,0.8428262,0.61451304,0.4208547,0.30561936,0.3614241,0.42782584,0.4799484,0.2543879,0.3049599,0.21622302,0.00586733,0.60415864,0.64357615,0.3003114,0.28364697,0.45702535,0.25050732
sample_4116,0.4687089,0.31999618,0.3889812,0.46502778,0.2933784,0.5265224,0.682627,0.83299536,0.614553,0.42034462,0.2926548,0.3616248,0.42782584,0.48000383,0.25316045,0.3049604,0.27340013,0.011257836,0.6041045,0.55419976,0.29984033,0.28914803,0.4810186,0.24080634
sample_4117,0.50265837,0.4708662,0.49020937,0.46428648,0.28281686,0.6494204,0.63984895,0.91240406,0.6125852,0.44283816,0.5257163,0.3575637,0.42782345,0.4794412,0.26721632,0.3049423,0.2735992,0.01922395,0.6059946,0.96133876,0.3071164,0.22344017,1.2361398,0.44548538
sample_4118,0.46823132,0.3279033,0.38719594,0.4650346,0.2934302,0.5243962,0.69657695,0.8146366,0.61459816,0.4197452,0.28014374,0.36177006,0.427826,0.48007134,0.25243092,0.3049608,0.2734402,0.0044696433,0.60407317,0.4974105,0.29952845,0.2942058,0.3931533,0.22978184
sample_4119,0.4916894,0.34424552,0.4405092,0.46480906,0.29004738,0.5743699,0.6764793,0.8477536,0.61381936,0.4351968,0.41127604,0.35987923,0.4278247,0.47959352,0.26282302,0.30494913,0.27376956,0.013314636,0.6045705,0.67703176,0.30316395,0.2543837,0.81149215,0.34337437
sample_4120,0.48863798,0.32102242,0.4437608,0.46274084,0.2932626,0.5706347,0.67583007,0.8348074,0.61377287,0.4339227,0.41443992,0.35986757,0.42782465,0.47958446,0.26846766,0.30495024,0.27344918,0.016725576,0.60461766,0.67985535,0.30314642,0.2528717,0.78861797,0.34800997
sample_4121,0.46802932,0.31770885,0.38575542,0.4648226,0.29354978,0.5243201,0.70603544,0.8155668,0.61462075,0.41957432,0.27312696,0.3618499,0.42782608,0.48011136,0.2522198,0.30496094,0.27339986,0.011908759,0.60406256,0.46432057,0.29934868,0.2971754,0.35896808,0.22374365
sample_4122,0.49137098,0.38744405,0.4456164,0.46546233,0.2893729,0.5652623,0.66914046,0.859146,0.61371624,0.43378475,0.42522413,0.35958514,0.42782366,0.47956786,0.26626167,0.30494884,0.27357042,0.0124274045,0.60496277,0.72479117,0.3037223,0.25040764,0.82180536,0.35435516
