,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_2044,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2045,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2046,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2047,0.05383914,0.08139727,0.127966,0.23956044,0.01900665,0.1646695,0.1336416,0.20880917,0.102663785,0.16564575,0.12134788,0.024851384,0.059579942,0.21838143,0.019199254,0.09108557,0.2991369,0.010058321,0.2530796,0.15817007,0.29719928,0.123422146,0.3833269,0.22322598
sample_2048,0.011312008,0.07989724,0.12081903,0.23892042,0.06094681,0.14750673,0.1335843,0.20829384,0.102411106,0.16540125,0.1215786,0.02478337,0.22714514,0.21802847,0.022270225,0.041273404,0.29907665,0.010551974,0.2523579,0.15875782,0.29725045,0.12329526,0.3870726,0.22297737
sample_2049,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2050,0.083769016,0.07476784,0.10362822,0.23945484,0.14350833,0.10688707,0.1334392,0.2073843,0.101800986,0.16490658,0.12211449,0.024627998,0.51613146,0.21718204,0.02533232,0.07667181,0.30061918,0.0019152947,0.25059274,0.1601661,0.29736108,0.12306366,0.3937333,0.22240366
sample_2051,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2052,0.1618695,0.07575977,0.08012517,0.23729317,0.11510463,0.051439896,0.1332794,0.20597258,0.10098364,0.16434015,0.12281211,0.024433997,0.8371176,0.21606918,0.03744649,0.21014687,0.30141082,0.008712045,0.24836546,0.16175012,0.29749927,0.12271144,0.3973862,0.22162412
sample_2053,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2054,0.036130574,0.07999695,0.12373446,0.2395987,0.046160646,0.15311188,0.13360968,0.20857154,0.102541775,0.16559796,0.121460475,0.02481744,0.13957858,0.21820912,0.020456707,0.07048603,0.29926917,0.00903778,0.25269794,0.15848792,0.2972245,0.12336806,0.3847693,0.22310804
sample_2055,0.048819914,0.07893125,0.11043121,0.238997,0.041365854,0.1231249,0.13351676,0.2074208,0.10209585,0.1653426,0.12183639,0.024714028,0.33508438,0.21760276,0.024871193,0.0010948628,0.30028373,0.0014163544,0.251624,0.15939301,0.29729664,0.12319439,0.3894944,0.22268885
sample_2056,0.054952525,0.081400454,0.12833802,0.23953716,0.019917255,0.16419666,0.13364412,0.20885897,0.102675006,0.16564627,0.12133944,0.02485346,0.059674986,0.21839622,0.019173268,0.09487776,0.2990698,0.010574614,0.25314438,0.15814799,0.29719806,0.1234244,0.3832399,0.22323579
sample_2057,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2058,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2059,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2060,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2061,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2062,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2063,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2064,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2065,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2066,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2067,0.038117178,0.07938628,0.11415754,0.23915212,0.044893384,0.12968576,0.13351864,0.2080782,0.10210246,0.16524996,0.12182439,0.024718905,0.32539985,0.21761493,0.024597302,0.014563508,0.3006699,0.0019686036,0.25161022,0.15936239,0.29729187,0.12320843,0.38888952,0.22269951
sample_2068,0.145632,0.07384098,0.10550618,0.23878844,0.15107542,0.077681534,0.13335238,0.20696543,0.10136553,0.16479975,0.12249174,0.024521634,0.74127024,0.21658595,0.03262513,0.13577747,0.30083874,0.0018056799,0.24989769,0.16103502,0.2974379,0.12286889,0.3977688,0.22198544
sample_2069,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2070,0.06959847,0.077686414,0.105868444,0.2392624,0.08464043,0.1085463,0.13348247,0.20746776,0.10194466,0.16500717,0.12197968,0.024670344,0.4543435,0.21738866,0.025508724,0.030276999,0.29993945,0.005096232,0.25104865,0.15975222,0.29733035,0.123111844,0.39276353,0.22253752
sample_2071,0.037837032,0.08080183,0.12560102,0.2395274,0.028162897,0.15931761,0.13361846,0.2086127,0.10256695,0.16557176,0.12143243,0.024827218,0.10801636,0.21824768,0.020305166,0.073893666,0.2993474,0.00826379,0.25284353,0.15839611,0.29721653,0.12338332,0.38431638,0.22313417
sample_2072,0.10249602,0.0795729,0.10443449,0.23813818,0.030512046,0.10611311,0.13346137,0.20723093,0.101786956,0.16510922,0.12208145,0.024651103,0.47553074,0.21719287,0.026592169,0.063270256,0.30126426,0.0049895835,0.25087637,0.15992096,0.29733828,0.123084284,0.3934514,0.22240357
sample_2073,0.29659373,0.07824207,0.07885724,0.23526804,0.089931995,0.04023914,0.13321505,0.20462269,0.10058127,0.16441247,0.123129345,0.02435369,1.0746486,0.21553874,0.033918038,0.2876003,0.3021491,0.016342264,0.24577081,0.16237074,0.29755265,0.12255393,0.40115625,0.2212482
sample_2074,0.078429304,0.07902071,0.10831688,0.23772894,0.0550111,0.10611139,0.13349257,0.20737363,0.101953834,0.1650917,0.12196533,0.024676997,0.38557506,0.21740718,0.025625266,0.010094568,0.29964748,0.006182289,0.2517952,0.15966104,0.29732534,0.12310738,0.39239034,0.22254422
sample_2075,0.061004363,0.081575334,0.12935284,0.23971324,0.016942529,0.16811366,0.133656,0.20894125,0.10272487,0.16568372,0.12129555,0.02486592,0.04027714,0.21846485,0.01879157,0.100518696,0.29906622,0.010594727,0.2532284,0.15802966,0.29718894,0.1234485,0.3827244,0.22328454
sample_2076,0.059475783,0.08151017,0.12914123,0.23968412,0.017908849,0.16708785,0.13365129,0.20890594,0.10270764,0.16567977,0.12131037,0.024861762,0.04503543,0.2184412,0.018902414,0.0977919,0.29910457,0.010354071,0.25320363,0.15807436,0.29719186,0.12344142,0.38298583,0.22326809
sample_2077,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2078,0.16454363,0.07698124,0.09218541,0.23773871,0.06872838,0.06439017,0.13336135,0.20826781,0.101333916,0.16459817,0.12248422,0.024533952,0.7053464,0.21656446,0.028207095,0.110400036,0.3016488,0.009828064,0.24955589,0.16091615,0.2974236,0.1228857,0.3947126,0.22196864
sample_2079,0.004787825,0.08055638,0.118228644,0.23832572,0.03682129,0.1480622,0.13357337,0.20811698,0.10233341,0.16543412,0.12163633,0.024770064,0.23161769,0.21792832,0.022523612,0.03591898,0.29918206,0.009794119,0.25214228,0.15886115,0.29725865,0.12326725,0.3862186,0.22290577
sample_2080,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2081,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2082,0.022526592,0.08068658,0.121661045,0.23903395,0.031977005,0.15053049,0.13359083,0.20841984,0.10242853,0.16544107,0.12155113,0.024794342,0.18032023,0.21805912,0.020738717,0.04796152,0.29938927,0.008618509,0.25258785,0.15867397,0.2972402,0.12332099,0.38591745,0.22300106
sample_2083,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2084,0.03964887,0.0775163,0.110975444,0.23865144,0.14885457,0.118130304,0.13349284,0.20748253,0.10203202,0.16513757,0.12193105,0.024676643,0.35777026,0.21749319,0.026141062,0.011738174,0.29916224,0.00990964,0.25108823,0.1596856,0.29733086,0.12311402,0.39147428,0.22260703
sample_2085,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2086,0.015610822,0.07836123,0.11055572,0.23868003,0.08083598,0.11969831,0.13351475,0.20772265,0.10209325,0.16513409,0.12185083,0.024706945,0.39618468,0.21759298,0.025297958,0.006957516,0.29967847,0.006589462,0.25189406,0.15943493,0.2973042,0.1231724,0.39124024,0.22267836
sample_2087,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2088,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2089,0.054347802,0.081372455,0.1280061,0.23955065,0.019711351,0.16435921,0.1336424,0.20883396,0.10266828,0.16564685,0.12134449,0.024852194,0.059296343,0.21838729,0.01910586,0.09163319,0.2991195,0.010209941,0.25309247,0.1581627,0.29719877,0.12342358,0.38343936,0.22323006
sample_2090,0.05037535,0.080309376,0.11267994,0.23834807,0.031326056,0.12522212,0.13352388,0.20778008,0.102085724,0.16522266,0.12183294,0.024719007,0.33568785,0.21759793,0.025222667,0.01219026,0.30022746,0.00031800568,0.25171793,0.15932247,0.2972918,0.12319097,0.38776156,0.22268073
sample_2091,0.041800346,0.08094033,0.12634526,0.23942915,0.028581455,0.16012737,0.13362472,0.20866062,0.1025926,0.16558158,0.12141079,0.024833264,0.10853292,0.21828283,0.019854123,0.079633415,0.2992259,0.009674821,0.2528979,0.15833713,0.29721242,0.123391554,0.38474765,0.22315775
sample_2092,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2093,0.023032613,0.08058484,0.12429255,0.23919746,0.029339246,0.14996949,0.1335882,0.20834413,0.10242257,0.16548629,0.12155616,0.024792776,0.18613625,0.21805052,0.021824967,0.03587894,0.29951742,0.006853006,0.25251156,0.15869604,0.2972411,0.12332216,0.38645896,0.22299659
sample_2094,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2095,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2096,0.09757132,0.07992553,0.110112,0.23766242,0.034863904,0.11217715,0.13347428,0.20743889,0.10183948,0.16497473,0.1220409,0.024661724,0.4160354,0.21726333,0.027337998,0.06644669,0.30067277,0.0045364844,0.25287572,0.15980881,0.297332,0.12309172,0.39176714,0.22244824
sample_2097,0.05844694,0.081486516,0.12899946,0.23966984,0.01779964,0.16639023,0.1336494,0.20887937,0.102699526,0.1656683,0.12131703,0.024859976,0.0474041,0.21843027,0.018918546,0.096831396,0.29913443,0.0101357745,0.25314978,0.15809217,0.29719308,0.12343848,0.3830266,0.22326052
sample_2098,0.009863161,0.08019168,0.1204033,0.23950471,0.04045698,0.14554976,0.13357319,0.20820807,0.102364175,0.16542614,0.12160255,0.02478031,0.17425466,0.21797147,0.02154174,0.0482316,0.30012834,4.4216402e-05,0.25241485,0.15882878,0.29724875,0.12331191,0.38610744,0.2229461
sample_2099,0.0043926314,0.079881296,0.11929939,0.23945935,0.04948935,0.13774511,0.13356261,0.20837022,0.102321245,0.165397,0.1216437,0.02476761,0.24172494,0.2179102,0.021638751,0.018334217,0.30002525,0.003944312,0.25215855,0.15893842,0.29725853,0.123289414,0.38656333,0.22290333
sample_2100,0.039936848,0.07989215,0.10990812,0.23921543,0.03346088,0.12924859,0.13351254,0.20768194,0.10206853,0.16518658,0.12185638,0.02470942,0.37444693,0.21756755,0.022286091,0.0002758056,0.30041727,0.0017845677,0.25248107,0.15943132,0.29729939,0.123186275,0.39117092,0.22266433
sample_2101,0.023242254,0.08070087,0.1240309,0.239241,0.035031445,0.15221885,0.1336057,0.20854129,0.10250386,0.16555887,0.12148997,0.02481047,0.13863848,0.2181601,0.020853985,0.06078325,0.29918894,0.0096788565,0.2527829,0.1585316,0.29722932,0.123348154,0.38520128,0.22307098
sample_2102,0.059518214,0.08152953,0.12920587,0.23968463,0.01756151,0.16733018,0.13365208,0.20890675,0.10271018,0.16567396,0.121308096,0.024862435,0.044278443,0.21844478,0.01886407,0.098472156,0.29909205,0.010382934,0.2531957,0.15806694,0.29719138,0.12344231,0.38285,0.22327048
sample_2103,0.103978835,0.07651948,0.098643646,0.23930109,0.09146565,0.11192092,0.1333922,0.20660318,0.10154286,0.1650496,0.122304134,0.024583066,0.638272,0.21684615,0.026339866,0.08612266,0.3026284,0.011746087,0.25013185,0.16057777,0.2973868,0.123004496,0.39711636,0.22217764
sample_2104,0.061013095,0.08158302,0.1293548,0.23971342,0.016836716,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2105,0.34900075,0.07039766,0.05928354,0.23682596,0.20927681,0.003774926,0.13307084,0.20407294,0.100013696,0.16422345,0.12366117,0.024189219,1.0634758,0.21473178,0.05458709,0.28402698,0.30283114,0.02225735,0.24549839,0.16379566,0.29767528,0.12230117,0.4117494,0.22069968
sample_2106,0.022479713,0.07735218,0.11168103,0.23913588,0.07353462,0.12041837,0.13350567,0.20748213,0.102086134,0.16523646,0.12186849,0.024698239,0.40191817,0.2175752,0.024932707,0.011482969,0.29964948,0.005798639,0.25271335,0.15952876,0.29731196,0.12316549,0.39146265,0.22266918
sample_2107,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2108,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2109,0.061013095,0.08158302,0.1293548,0.23971342,0.016836716,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2110,0.025752127,0.0812569,0.12377416,0.2394012,0.01728364,0.15690295,0.13360466,0.20855595,0.10248216,0.16550604,0.12149509,0.024812572,0.14572772,0.21813802,0.02091604,0.058721345,0.29975787,0.003679826,0.2527822,0.15852252,0.2972254,0.12335732,0.3845536,0.22305767
sample_2111,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2112,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2113,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2114,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2115,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2116,0.08917097,0.07837514,0.113293946,0.23893785,0.075577475,0.10869444,0.13348901,0.20734839,0.10197184,0.16529475,0.12194866,0.024680959,0.40018898,0.21742974,0.025748072,0.047100514,0.30027536,0.0005581677,0.25162426,0.15967378,0.2973212,0.123136334,0.39152622,0.22256836
sample_2117,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2118,0.08426864,0.078972675,0.09717435,0.23935892,0.068898395,0.111254394,0.1334446,0.20734766,0.10178012,0.16498107,0.12210072,0.024640577,0.5594964,0.21717173,0.027026495,0.014331728,0.30190945,0.018767532,0.2507947,0.16007183,0.29734644,0.12309357,0.39314076,0.22239976
sample_2119,0.011678357,0.0798582,0.122742146,0.23939201,0.051517252,0.15012124,0.13358882,0.20848316,0.10243986,0.16560964,0.12154815,0.024793023,0.16339299,0.21806993,0.021554893,0.050376713,0.29934257,0.008281846,0.2524513,0.1586965,0.29724202,0.12332318,0.38656384,0.22301033
sample_2120,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2121,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2122,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2123,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2124,0.04387196,0.081169985,0.12703614,0.23944011,0.023927923,0.16082329,0.1336305,0.2088478,0.10261453,0.16560686,0.12139211,0.02483857,0.08495715,0.2183131,0.019586641,0.08270176,0.299118,0.010254835,0.25293225,0.15828322,0.29720882,0.12339795,0.3839034,0.22317772
sample_2125,0.008398019,0.08093217,0.11801537,0.23853534,0.025287729,0.13780859,0.13357227,0.20820329,0.10231722,0.16540898,0.121643275,0.024770021,0.21995562,0.21791025,0.022649733,0.013874814,0.29935765,0.008378327,0.252206,0.15886362,0.29725745,0.12326883,0.38794053,0.22289374
sample_2126,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2127,0.061013095,0.08158302,0.1293548,0.23971342,0.016836716,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2128,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2129,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2130,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2131,0.031969048,0.07758355,0.10626383,0.23921861,0.0582559,0.11651869,0.13347337,0.20725475,0.101915725,0.16506293,0.12200388,0.024663288,0.4419295,0.21734828,0.027171224,0.03378187,0.3002776,0.002997649,0.2510217,0.15983205,0.29733476,0.123109095,0.39148438,0.2225131
sample_2132,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2133,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2134,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_2135,0.12514442,0.07484014,0.09850389,0.23923954,0.17101769,0.09011202,0.13340893,0.20674105,0.101679675,0.16488406,0.12222984,0.02459225,0.5717477,0.21700908,0.028758373,0.11121541,0.30057395,0.0043064887,0.25023007,0.16047376,0.29738832,0.123004146,0.39379942,0.22228442
