,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_0001,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0002,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0003,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0004,0.055509105,0.08137018,0.12831554,0.23963927,0.01933791,0.16468646,0.13364309,0.20882167,0.10267299,0.16565134,0.12134012,0.024853444,0.060488842,0.21839377,0.01900925,0.09050265,0.29916468,0.009826035,0.25310302,0.1581541,0.29719776,0.12342711,0.38327885,0.2232351
sample_0005,0.014846593,0.08084006,0.11004336,0.23851955,0.018143144,0.11741136,0.13351305,0.20779352,0.102021314,0.16517211,0.12187236,0.024711868,0.29661,0.21751824,0.02218232,0.03369589,0.30120227,5.851034e-05,0.25161612,0.15940326,0.29729384,0.12318926,0.38744885,0.2226295
sample_0006,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0007,0.014939189,0.07922329,0.116832115,0.23898475,0.066666916,0.13893639,0.13354862,0.2079729,0.102247156,0.16536354,0.12171876,0.024744151,0.27993727,0.21780407,0.023191959,0.016532898,0.29933625,0.008671915,0.25200105,0.15910552,0.29727802,0.12323162,0.38716903,0.22282304
sample_0008,0.0541453,0.08127426,0.12798059,0.23960078,0.020402357,0.16419102,0.13364145,0.20891424,0.10266744,0.1656432,0.121346354,0.024851315,0.066008106,0.21838537,0.01932957,0.091112986,0.29911244,0.010412689,0.2530991,0.15817256,0.29719955,0.12342269,0.3832179,0.22322899
sample_0009,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0010,0.0052121356,0.08116376,0.11576342,0.23842435,0.019337382,0.13314025,0.13356389,0.20840715,0.10227154,0.16542618,0.12167169,0.024764666,0.28389585,0.2178533,0.023053724,0.016619243,0.2999604,0.0039177528,0.25239062,0.15892687,0.2972591,0.123268604,0.38767493,0.22285755
sample_0011,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0012,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0013,0.057905287,0.081554905,0.1284513,0.23959821,0.016963026,0.16532981,0.13364626,0.20886765,0.10268289,0.16566096,0.12133011,0.024856685,0.0510692,0.21840832,0.01912787,0.09457294,0.29917696,0.009901822,0.25313425,0.15812209,0.29719526,0.1234322,0.38315168,0.22324501
sample_0014,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0015,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0016,0.042139642,0.077337325,0.11282764,0.23944351,0.06976643,0.120825015,0.13348393,0.20741251,0.10198361,0.16511065,0.12194111,0.024681464,0.37192333,0.21744198,0.026130881,0.049313664,0.3007974,0.0044149263,0.25119784,0.15970862,0.2973203,0.12315499,0.39256555,0.2225838
sample_0017,0.073526435,0.079213805,0.11775956,0.23871982,0.04076364,0.11249558,0.13347515,0.20747945,0.10186886,0.16529922,0.122025214,0.02466324,0.43891877,0.21729714,0.02507114,0.043117493,0.30049905,0.00070495997,0.250838,0.15980583,0.29733226,0.123098195,0.39284945,0.2224733
sample_0018,0.06910021,0.079820156,0.102368616,0.23741795,0.036591414,0.116799966,0.13347389,0.20702358,0.10181906,0.16529688,0.1220744,0.024649214,0.42850697,0.21722932,0.027974725,0.030731276,0.29952046,0.0066731395,0.25099462,0.15985642,0.29734498,0.123040356,0.38832223,0.2224134
sample_0019,0.11817343,0.07767599,0.10719366,0.23796739,0.12340103,0.11020346,0.13346355,0.20719956,0.1018596,0.1650964,0.122078165,0.024636535,0.56494737,0.21726006,0.027300358,0.036048114,0.2991119,0.010328842,0.25045305,0.15998916,0.29736006,0.12302739,0.3943085,0.22243866
sample_0020,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0021,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0022,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0023,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0024,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0025,0.051736426,0.08134776,0.12748094,0.23967257,0.019380523,0.16358548,0.13363813,0.20878045,0.102651104,0.16564399,0.12135784,0.024848731,0.06632678,0.21836431,0.019363321,0.08928073,0.29928043,0.008767644,0.25314325,0.15820041,0.2972009,0.12342016,0.38376945,0.22321509
sample_0026,0.10975843,0.07964648,0.09728166,0.23702678,0.06465429,0.09112921,0.13342036,0.20733996,0.101592176,0.16470256,0.12226746,0.024594508,0.54638,0.21691743,0.030757716,0.11800811,0.30042925,0.003138848,0.25026834,0.16036208,0.29738253,0.122967616,0.39334172,0.22220506
sample_0027,0.031401217,0.08093298,0.12476512,0.23948245,0.02799357,0.15410839,0.13361052,0.20870161,0.10253142,0.16549607,0.12146296,0.024818648,0.13469407,0.21819897,0.020369621,0.06267249,0.29942322,0.007716288,0.25286913,0.15847377,0.2972226,0.12336917,0.38420498,0.2231006
sample_0028,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0029,0.0021847785,0.07896104,0.117994346,0.23931594,0.06518884,0.14184749,0.13357145,0.20820089,0.10237182,0.16549096,0.12161376,0.024772584,0.23811638,0.21797247,0.021589309,0.05713628,0.2992889,0.0093985535,0.25251403,0.15887558,0.29725778,0.123287804,0.38672882,0.22294268
sample_0030,0.19390526,0.07446598,0.074164316,0.23352312,0.17901501,0.04373744,0.13329999,0.20570691,0.10103946,0.16436946,0.12280042,0.02443002,0.9067333,0.216132,0.03778693,0.21914211,0.29919562,0.009728234,0.24843118,0.16164826,0.29751182,0.12263504,0.40213838,0.22164202
sample_0031,0.16382894,0.07498203,0.084532484,0.23811913,0.12286879,0.043948606,0.13329916,0.20571016,0.10109471,0.16472797,0.12270885,0.0244645,0.7762317,0.21622364,0.029810596,0.1569129,0.30198947,0.00051083136,0.24881347,0.16153158,0.29747537,0.1227814,0.40447927,0.22173803
sample_0032,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0033,0.027041804,0.081023976,0.12222687,0.23889352,0.025449738,0.14640225,0.13359942,0.2085158,0.10246056,0.1655569,0.12152046,0.024803873,0.11507496,0.21810503,0.020208677,0.05850528,0.29938167,0.008007014,0.2529333,0.15858729,0.29723296,0.123336256,0.3858348,0.22303244
sample_0034,0.0511529,0.079576425,0.10817107,0.23896062,0.048599802,0.11891583,0.13350469,0.20831765,0.10203836,0.16508858,0.12189352,0.024696205,0.34160295,0.21752046,0.02524294,0.03315547,0.2998982,0.003053477,0.251328,0.15952846,0.29731104,0.12315517,0.38800758,0.22262849
sample_0035,0.07102167,0.08114034,0.108988635,0.23728912,0.02392364,0.11287477,0.13350627,0.20755799,0.101970516,0.16507179,0.121926054,0.024695097,0.3141757,0.2174454,0.02314488,0.030724406,0.30017945,0.0012053819,0.25193053,0.15950163,0.29730847,0.12313825,0.3887879,0.22257032
sample_0036,0.037384048,0.08002059,0.1250348,0.23957407,0.0542488,0.15811221,0.13361008,0.20852114,0.102545895,0.16557188,0.12146253,0.024815459,0.14188883,0.21821202,0.020910915,0.06456405,0.29907036,0.010586809,0.25280863,0.15849519,0.29722714,0.12335949,0.3853572,0.22310816
sample_0037,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0038,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0039,0.03815551,0.07844408,0.11175802,0.238843,0.05910855,0.12282728,0.13352361,0.20792472,0.1021405,0.16535494,0.121811524,0.024717528,0.34787345,0.21765667,0.021966795,0.0061073825,0.2996175,0.007600222,0.25182238,0.15934756,0.29729682,0.123192,0.3881049,0.22272311
sample_0040,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0041,0.11663223,0.07712345,0.10317732,0.238439,0.0938448,0.09898156,0.13342634,0.2068888,0.10167443,0.1650193,0.12220668,0.024607792,0.57116395,0.21702133,0.025403269,0.073423386,0.30066144,0.0020298455,0.24965386,0.16029389,0.29737365,0.12301049,0.3917219,0.22228497
sample_0042,0.12931016,0.07592313,0.09180812,0.23785031,0.11167236,0.054079413,0.1333655,0.20631944,0.101382114,0.16452713,0.12246666,0.024532566,0.68107545,0.21661717,0.03236056,0.08858739,0.30063495,0.002362552,0.24966617,0.16090964,0.29742908,0.12287252,0.39912012,0.22200122
sample_0043,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0044,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0045,0.0033294559,0.078939304,0.118216194,0.23928168,0.06354779,0.14434306,0.13354672,0.207995,0.10225379,0.1653636,0.12170907,0.024747355,0.2790511,0.21781385,0.02126183,0.003160864,0.29978853,0.008054446,0.25195384,0.15910673,0.29727435,0.1232509,0.38680035,0.22283505
sample_0046,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596153,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0047,0.05553131,0.08133883,0.12861839,0.23964353,0.021216158,0.16548419,0.13364679,0.20886639,0.10269122,0.16567135,0.12132629,0.024856817,0.053025194,0.2184177,0.01899609,0.09469349,0.29907203,0.010561114,0.25310907,0.15812095,0.29719573,0.123432174,0.38312155,0.22325148
sample_0048,0.060783517,0.08157688,0.12931834,0.23970336,0.016871866,0.16794036,0.133655,0.20893368,0.10272138,0.16568208,0.12129842,0.024865154,0.040756296,0.21846014,0.018803155,0.100119814,0.29907772,0.010521217,0.2532225,0.15803878,0.29718944,0.12344713,0.38276932,0.22328122
sample_0049,0.043105714,0.0766017,0.11225484,0.23897271,0.11512719,0.11296034,0.13350034,0.2073963,0.10206759,0.16519222,0.12189273,0.024689266,0.39411032,0.21754548,0.02537445,0.042499423,0.29938605,0.007886235,0.25128874,0.1595953,0.29732007,0.12314462,0.39144805,0.22264656
sample_0050,0.021446154,0.078516394,0.1187046,0.23942722,0.09617537,0.14902166,0.1335782,0.20825247,0.10241775,0.16544646,0.12158158,0.024779433,0.18549162,0.21803096,0.020613296,0.047156855,0.29911354,0.01020811,0.2523547,0.15881723,0.2972542,0.123299435,0.38476062,0.22298327
sample_0051,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0052,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0053,0.018087827,0.08072664,0.115147464,0.23873344,0.037769407,0.12712635,0.13354722,0.20789121,0.10221302,0.16524842,0.12173343,0.024744213,0.31424147,0.21776627,0.023626087,0.0007339567,0.2997184,0.00497391,0.25208005,0.15910372,0.2972755,0.123232454,0.38890648,0.22279692
sample_0054,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0055,0.047631375,0.08058044,0.10768846,0.23743705,0.03458783,0.12368414,0.1335135,0.20770763,0.10201406,0.16504908,0.12190056,0.024699308,0.3787201,0.2174987,0.025082879,0.009416878,0.29960236,0.005886793,0.25145274,0.15945011,0.2973078,0.123136856,0.3914413,0.22260416
sample_0056,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0057,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0058,0.14365828,0.076578245,0.098271996,0.23666833,0.09508687,0.08253369,0.13340531,0.20672786,0.101553254,0.16490549,0.12233522,0.024566507,0.70427144,0.21684566,0.03083022,0.08199175,0.29937285,0.008124962,0.25000638,0.16056296,0.2974092,0.122899376,0.39516327,0.2221481
sample_0059,0.021727227,0.08091113,0.124354236,0.23934776,0.020591147,0.14877166,0.13359268,0.20835704,0.10243653,0.16547292,0.1215361,0.024800416,0.19112813,0.21807393,0.020980798,0.050245985,0.29992026,0.0023373924,0.25249162,0.1586385,0.29723412,0.12334029,0.38549396,0.22301476
sample_0060,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0061,0.018604364,0.07881318,0.120286554,0.23947516,0.05921324,0.15267843,0.13357931,0.2083853,0.10241171,0.16538763,0.12158032,0.024781667,0.19075513,0.21802649,0.021888101,0.05033418,0.2992334,0.009261316,0.25238913,0.15879826,0.29725143,0.12330411,0.3861631,0.22298042
sample_0062,0.091559954,0.078172304,0.09579172,0.23766193,0.084512234,0.069556266,0.13336803,0.2069586,0.10136606,0.16432191,0.12245912,0.024540441,0.6658683,0.21660726,0.03134964,0.09637052,0.30143264,0.005636514,0.24963953,0.16085595,0.29741955,0.12289386,0.39768818,0.2219972
sample_0063,0.21401659,0.07877965,0.08401117,0.23651701,0.07414018,0.0729422,0.13331114,0.20588301,0.101060174,0.16462776,0.12271342,0.02447166,0.799838,0.21619505,0.036632374,0.21418223,0.30188134,0.016168002,0.24892107,0.1614136,0.29746747,0.122768104,0.39693296,0.22170812
sample_0064,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0065,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0066,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0067,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0068,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0069,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0070,0.11993811,0.07279572,0.106014535,0.2393124,0.09638849,0.096310176,0.13340187,0.20774297,0.101658665,0.16495554,0.1222564,0.024582386,0.60367167,0.21697544,0.030658947,0.10150738,0.30033854,0.0013942681,0.2501173,0.16055413,0.2973969,0.12298521,0.39035213,0.22226033
sample_0071,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596153,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0072,0.05204106,0.079517215,0.11518387,0.2391322,0.055756897,0.12411931,0.13350454,0.20759527,0.102039374,0.16515629,0.1218813,0.024702204,0.33382052,0.21752703,0.025879545,0.018476896,0.30065867,0.00072109327,0.25131533,0.15950467,0.2973042,0.12317926,0.3872202,0.22263832
sample_0073,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0074,0.060678218,0.08149658,0.1292751,0.23971237,0.018193085,0.16789827,0.13365442,0.20892808,0.102720514,0.165681,0.12129964,0.024864664,0.041156426,0.21845865,0.018821087,0.1000428,0.29907036,0.010571665,0.2532148,0.15804474,0.29718986,0.12344645,0.3827953,0.22328025
sample_0075,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0076,0.061013095,0.08158302,0.1293548,0.23971342,0.016836716,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0077,0.09788311,0.07954546,0.10950081,0.23852703,0.03974415,0.08599985,0.13344105,0.20700568,0.10170182,0.16489752,0.122151665,0.02463169,0.5149302,0.21707681,0.029518683,0.08071548,0.30188346,0.0045057638,0.25046858,0.16010767,0.29735106,0.123061635,0.3925784,0.22232723
sample_0078,0.02975377,0.081318304,0.12346815,0.23903096,0.018359888,0.15472877,0.13360882,0.2084963,0.10249879,0.16552177,0.1214838,0.024815142,0.13412237,0.21815957,0.020467946,0.061935734,0.29945478,0.007425842,0.25274503,0.1584895,0.29722428,0.12335677,0.38472933,0.2230707
sample_0079,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0080,0.2012741,0.07470275,0.08834964,0.23688263,0.17872138,0.0539468,0.13335963,0.20599253,0.10138387,0.16460976,0.122502975,0.024512548,0.73694235,0.21659978,0.026801836,0.16351792,0.2993476,0.008725913,0.24953732,0.16103011,0.29745114,0.12281178,0.3968524,0.22197965
sample_0081,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0082,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0083,0.16205165,0.07752951,0.10134268,0.23757504,0.09762332,0.07538754,0.13337615,0.20644912,0.101392984,0.16513957,0.122443676,0.024543365,0.7573121,0.21664144,0.030372022,0.12062222,0.30069914,0.0011286912,0.24962378,0.16079913,0.29741958,0.1228827,0.39893103,0.22201476
sample_0084,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0085,0.0581928,0.081504524,0.12882687,0.23961496,0.01799872,0.16636008,0.13364884,0.20888093,0.10269586,0.16566667,0.12132045,0.024858998,0.04852352,0.21842521,0.018977785,0.09674999,0.29909423,0.010393975,0.25316155,0.15809911,0.29719388,0.123435706,0.3830162,0.22325659
sample_0086,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0087,0.04297135,0.08103628,0.12660865,0.23964514,0.022318387,0.15875937,0.1336227,0.20874229,0.10258499,0.16555867,0.12141414,0.024833012,0.09883806,0.21827379,0.019925343,0.0741919,0.29949528,0.00837562,0.25291118,0.15834881,0.29721186,0.123395555,0.38391075,0.22315319
sample_0088,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0089,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596153,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0090,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0091,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0092,0.052397978,0.08152633,0.12810834,0.23945422,0.01732118,0.16388424,0.13363983,0.20879804,0.10265187,0.16563281,0.12135625,0.024849575,0.062733516,0.21836631,0.019331215,0.09081218,0.2991962,0.009470574,0.25305915,0.15818584,0.2972003,0.12341873,0.3836281,0.22321534
